case_id,source,category,gold_nct,selected_doc,backbone,decision,parse_ok,latency_sec,answer_chars,missing_facts_n,unresolved_reqs_n,cross_trial_leak_n,gen_snippet,regime_pool,regime_gate,area
case_paraphrase_008,paraphrase_trec2021,risk_request,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.541,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. The trial is focused on patients with benign prostatic hyperplasia, w",broad_84,abstain,Metabolic_Endocrine
case_paraphrase_022,paraphrase_trec2021,participation_request,,NCT00921609,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.497,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""If you decide to join the clinical trial, you will need to provide blood samples, undergo imaging tests like an MRI, and possibly have a glucose tolerance t",broad_84,abstain,Metabolic_Endocrine
case_trec2022_009,trec2022,possible_match_insufficient_evidence,,NCT04793035,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.48,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial, but we need to check a few things."",   ""supported_patient_facts"": [     ""Yo",broad_84,abstain,Other
case_trec2021_031,trec2021,possible_match_insufficient_evidence,NCT00002536,NCT00443313,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.339,129,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the general eligibility criteria for this study, but some details are unclear."",   ""supported_patient_fac",broad_84,abstain,Oncology
case_03,handcrafted,likely_mismatch_or_unlikely_match,,NCT00865358,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.837,0,2,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facts"": [""42-year-old man"", ""back pain lasting >12 weeks"", ""average pain level in the previous week of 4 or more on a scale of 0 to 10"", ""English-speaking minority adult""], ",broad_84,abstain,MSK_Bone
case_trec2022_037,trec2022,possible_match_insufficient_evidence,,NCT01419535,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.488,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit some of the eligibility criteria for the clinical trial, but we need more details to fully determine your",broad_84,abstain,Metabolic_Endocrine
case_trec2021_001,trec2021,possible_match_insufficient_evidence,NCT00002814,NCT01051557,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.427,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might not be eligible for this clinical trial. The trial focuses on temsirolimus and perifosine in patients ",broad_84,abstain,Oncology
case_06,handcrafted,possible_match_insufficient_evidence,,NCT02984384,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,7.974,198,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to meet the age and fracture requirements. However, we need to check if you're taking long-term blood thinners. ",broad_84,abstain,MSK_Bone
case_trec2021_015,trec2021,possible_match_insufficient_evidence,NCT00003049,NCT03358576,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.567,156,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some eligibility criteria for the study, but we need more details to confirm your eligibility fully.",broad_84,abstain,Oncology
case_paraphrase_028,paraphrase_trec2021,risk_request,,NCT03829631,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,11.442,261,4,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you are not eligible for this clinical trial. The study focuses on lumbar orthoses for low back pain, which does not align with your condition ",broad_84,abstain,Neurology_CNS
case_paraphrase_024,paraphrase_trec2021,cannot_determine,,NCT02629549,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,12.323,567,3,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for the clinical trial, but there are some details we need to confi",broad_84,abstain,Metabolic_Endocrine
case_trec2021_070,trec2021,possible_match_insufficient_evidence,NCT00042562,NCT00922233,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.852,182,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might not be eligible for this specific clinical trial. You can check with the study coordinator to",broad_84,abstain,Neurology_CNS
case_paraphrase_004,paraphrase_trec2021,cannot_determine,,NCT03902262,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.408,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like your symptoms might be related to a condition called Wilson's disease. However, we need more informatio",broad_84,abstain,Metabolic_Endocrine
case_paraphrase_021,paraphrase_trec2021,explanation_request,,NCT00921609,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.496,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""This study is focused on treating acromegaly, a condition where the pituitary gland produces too much growth hormone. Your case involves elevated testostero",broad_84,abstain,Metabolic_Endocrine
case_trec2021_026,trec2021,possible_match_insufficient_evidence,NCT00370344,NCT04030741,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.651,378,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. You have abdominal pain, nausea, and vomiting, ",broad_84,abstain,Other
case_trec2022_033,trec2022,possible_match_insufficient_evidence,,NCT03985540,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,7.754,311,2,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to be eligible for this clinical trial. You mentioned having Marfan syndrome, but the eligibility criteria specifically state t",broad_84,abstain,Cardiovascular
case_paraphrase_023,paraphrase_trec2021,risk_request,,NCT02629549,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,25.31,172,4,4,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you may be eligible for the clinical trial, but there are some unresolved requirements and missing details that need ",broad_84,abstain,Metabolic_Endocrine
case_02,handcrafted,possible_match_insufficient_evidence,,NCT01482130,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,13.63,146,1,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've provided, you may be eligible for the study, but there are some unresolved requirements that need to be confirmed."",   ""supp",broad_84,abstain,MSK_Bone
case_paraphrase_002,paraphrase_trec2021,participation_request,,NCT03902262,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,11.073,83,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you may not be eligible for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   ""unresolved_study_requirem",broad_84,abstain,Metabolic_Endocrine
case_trec2021_035,trec2021,possible_match_insufficient_evidence,NCT00071786,NCT04698525,Qwen/Qwen2.5-7B-Instruct,parse_fail,False,26.707,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the clinical trial, but we need more details to make a final determination."",",broad_84,accept,Neurology_CNS
case_trec2021_018,trec2021,possible_match_insufficient_evidence,NCT00159406,NCT04529369,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,24.5,168,5,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but there are some unresolved requirements and missing details that need to b",broad_84,abstain,Other
case_paraphrase_019,paraphrase_trec2022,cannot_determine,,NCT04530149,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,18.241,192,2,3,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would qualify for this clinical trial. However, we recommend checking with your healthcare provider for a detail",broad_84,abstain,Other
case_trec2021_050,trec2021,possible_match_insufficient_evidence,NCT00026923,NCT04821167,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,26.043,138,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but further details are needed to confirm your eligibility."",   ""supported_pa",broad_84,abstain,Other
case_trec2021_042,trec2021,possible_match_insufficient_evidence,NCT00015613,NCT02411916,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,23.944,168,4,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but there are some unresolved requirements and missing details that need to b",broad_84,abstain,Other
case_08,handcrafted,explanation_request,,NCT01737242,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,20.102,150,2,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Some parts of joining this study are still unclear based on the available information. Please provide more details so we can clarify your eligibility."",   """,broad_84,abstain,Other
case_paraphrase_010,paraphrase_trec2021,consent_understanding,,NCT02855892,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,24.28,226,7,5,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial. However, the study team will need to review your full medical history",broad_84,abstain,Metabolic_Endocrine
case_trec2022_014,trec2022,possible_match_insufficient_evidence,,NCT04326582,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,19.989,141,4,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've provided, you might be eligible for the clinical trial, but we need more details to confirm your eligibility."",   ""supported",broad_84,abstain,MSK_Bone
case_trec2022_026,trec2022,possible_match_insufficient_evidence,,NCT01847690,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,21.748,138,2,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but further details are needed to confirm your eligibility."",   ""supported_pa",broad_84,abstain,Metabolic_Endocrine
case_trec2022_007,trec2022,possible_match_insufficient_evidence,,NCT04059185,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,17.824,108,2,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial."",   ""supported_patient_facts"": [""child's age (3 years old)"", ""short s",broad_84,abstain,Other
case_paraphrase_033,paraphrase_trec2021,risk_request,,NCT01634113,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,16.508,256,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not meet the eligibility criteria for this clinical trial. The trial is specifically for patients aged 1 to 5 years old with persistent ",broad_84,abstain,Oncology
